4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
3 6 22
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
    6  20  20  27  27  19  25  25
    6  18   2   2   3  19   8   8
   21  18  28  17   3  16  16   7
   21   4  28  17  15  15   5   7
   24   4  11  11   1   1   5  12
   24  14  14  23  23  13  13  12
   26  26  22  22   9   9  10  10

5 6 27
6 6 28
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
3 6 22
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
3 6 22
2 3 15
2 4 16
2 5 17
2 6 18
2 5 17
2 6 18
2 4 16
2 5 17
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
3 6 22
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
3 6 22
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
3 6 22
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
3 6 22
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 6 18
2 5 17
2 6 18
2 4 16
2 5 17
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
2 3 15
2 4 16
2 5 17
2 6 18
2 5 17
2 6 18
2 4 16
2 5 17
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
1 5 12
1 6 13
1 2 9
1 3 10
1 4 11
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 5 17
2 4 16
2 5 17
2 3 15
2 4 16
2 5 17
2 5 17
2 4 16
2 5 17
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 5 17
2 4 16
2 5 17
2 3 15
2 4 16
2 5 17
2 5 17
2 4 16
2 5 17
1 3 10
1 4 11
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 6 18
2 5 17
2 6 18
2 4 16
2 5 17
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
3 4 20
3 5 21
3 6 22
3 6 22
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
3 4 20
3 5 21
3 6 22
3 6 22
2 3 15
2 4 16
2 5 17
2 6 18
2 5 17
2 6 18
2 4 16
2 5 17
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
3 4 20
3 5 21
3 6 22
3 6 22
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
3 4 20
3 5 21
3 6 22
3 6 22
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 6 18
2 5 17
2 6 18
2 4 16
2 5 17
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
3 4 20
3 5 21
3 6 22
3 6 22
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
3 4 20
3 5 21
3 6 22
3 6 22
2 3 15
2 4 16
2 5 17
2 6 18
2 5 17
2 6 18
2 4 16
2 5 17
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
3 4 20
3 5 21
3 6 22
3 6 22
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
3 4 20
3 5 21
3 6 22
3 6 22
1 5 12
1 6 13
1 3 10
1 4 11
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 6 18
2 5 17
2 6 18
2 4 16
2 5 17
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
3 6 22
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
3 6 22
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
3 6 22
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
3 6 22
2 3 15
2 4 16
2 5 17
2 6 18
2 5 17
2 6 18
2 4 16
2 5 17
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
3 6 22
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
3 6 22
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
3 6 22
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
4 5 24
4 6 25
5 5 26
5 6 27
6 6 28
5 6 27
6 6 28
3 6 22
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 6 18
2 5 17
2 6 18
2 4 16
2 5 17
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
2 3 15
2 4 16
2 5 17
2 6 18
2 5 17
2 6 18
2 4 16
2 5 17
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
1 5 12
1 6 13
0 3 4
0 4 5
0 5 6
0 5 6
0 6 7
0 5 6
0 6 7
1 1 8
1 2 9
1 3 10
1 4 11
1 5 12
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
2 4 16
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
2 4 16
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
2 4 16
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
2 4 16
1 3 10
1 4 11
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
2 4 16
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
2 4 16
1 5 12
1 5 12
1 6 13
1 3 10
1 4 11
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
2 4 16
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
2 4 16
1 5 12
1 5 12
1 6 13
1 2 9
1 3 10
1 4 11
1 5 12
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
2 4 16
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
2 4 16
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
2 4 16
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
2 4 16
1 3 10
1 4 11
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
2 4 16
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
2 4 16
1 5 12
1 5 12
1 6 13
1 3 10
1 4 11
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
2 4 16
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
2 4 16
1 5 12
1 5 12
1 6 13
0 5 6
0 6 7
1 1 8
1 2 9
1 3 10
1 4 11
1 5 12
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
2 4 16
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
2 4 16
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
2 4 16
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
2 4 16
1 3 10
1 4 11
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
4 5 24
4 5 24
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
4 5 24
4 5 24
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
4 5 24
4 5 24
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
4 5 24
4 5 24
2 4 16
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
4 5 24
4 5 24
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
4 5 24
4 5 24
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
4 5 24
4 5 24
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
4 5 24
4 5 24
2 4 16
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
2 4 16
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
2 4 16
1 5 12
1 5 12
1 6 13
1 3 10
1 4 11
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 5 24
3 6 22
4 4 23
4 5 24
4 5 24
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 5 24
3 6 22
4 4 23
4 5 24
4 5 24
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 5 24
3 6 22
4 4 23
4 5 24
4 5 24
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 5 24
3 6 22
4 4 23
4 5 24
4 5 24
2 4 16
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 5 24
3 6 22
4 4 23
4 5 24
4 5 24
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 5 24
3 6 22
4 4 23
4 5 24
4 5 24
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 5 24
3 6 22
4 4 23
4 5 24
4 5 24
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 5 24
3 6 22
4 4 23
4 5 24
4 5 24
2 4 16
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
2 4 16
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
2 4 16
1 5 12
1 5 12
1 6 13
1 2 9
1 3 10
1 4 11
1 5 12
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
2 4 16
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
2 4 16
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
2 4 16
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
2 4 16
1 3 10
1 4 11
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
4 5 24
4 5 24
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
4 5 24
4 5 24
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
4 5 24
4 5 24
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
4 5 24
4 5 24
2 4 16
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
4 5 24
4 5 24
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
4 5 24
4 5 24
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
4 5 24
4 5 24
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
4 5 24
4 5 24
2 4 16
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
2 4 16
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
3 6 22
4 4 23
2 4 16
1 5 12
1 5 12
1 6 13
1 3 10
1 4 11
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 5 24
3 6 22
4 4 23
4 5 24
4 5 24
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 5 24
3 6 22
4 4 23
4 5 24
4 5 24
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 5 24
3 6 22
4 4 23
4 5 24
4 5 24
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 5 24
3 6 22
4 4 23
4 5 24
4 5 24
2 4 16
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 5 24
3 6 22
4 4 23
4 5 24
4 5 24
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 5 24
3 6 22
4 4 23
4 5 24
4 5 24
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 5 24
3 6 22
4 4 23
4 5 24
4 5 24
3 4 20
3 5 21
3 6 22
4 4 23
4 5 24
4 5 24
3 6 22
4 4 23
4 5 24
4 5 24
2 4 16
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
2 4 16
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 4 20
3 5 21
3 6 22
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 3 19
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
3 4 20
3 5 21
3 6 22
4 4 23
3 6 22
4 4 23
2 4 16
1 5 12
1 5 12
1 6 13
0 4 5
0 5 6
0 6 7
0 5 6
0 6 7
1 1 8
1 2 9
1 3 10
1 4 11
1 5 12
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
2 4 16
2 5 17
2 6 18
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
2 4 16
2 5 17
2 6 18
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
2 4 16
2 5 17
2 6 18
2 3 15
2 4 16
2 5 17
2 4 16
2 5 17
2 6 18
2 4 16
2 5 17
2 6 18
1 3 10
1 4 11
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 6 18
3 3 19
3 3 19
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
3 4 20
3 5 21
3 6 22
3 6 22
2 6 18
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
3 4 20
3 5 21
3 6 22
3 6 22
2 6 18
2 3 15
2 4 16
2 5 17
2 6 18
3 3 19
3 3 19
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
3 4 20
3 5 21
3 6 22
3 6 22
2 6 18
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
3 5 21
3 6 22
3 6 22
3 4 20
3 5 21
3 6 22
3 6 22
2 6 18
1 5 12
1 5 12
1 6 13
1 3 10
1 4 11
1 5 12
1 6 13
2 2 14
2 3 15
2 4 16
2 5 17
2 6 18
3 3 19
3 3 19
2 4 16
2 5 17
2 6 18
3 3 19
3 4 20
